"Start time: 2024-12-01 07:42:36"
"Start due to power on record",
"Device ID: "
"Sample rate per sec.: 1.000000"
"UTC Time","200psi 5v           "," 5psi 5v"," O2 electrochemical"," O2 ZrO2"," Mass Flow 5v","O2 Paramagnetic"
45627.72546296297,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72547453704,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72548611111,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72549768519,0.5078,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72550925926,0.5081,0.4893,-0.0008,1.8208,0.0072,0.0000
45627.72552083334,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72553240741,0.5081,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72554398148,0.5078,0.4893,-0.0008,1.8208,0.0072,-0.0003
45627.72555555556,0.5075,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72556712963,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72557870371,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72559027778,0.5081,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72560185185,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72561342593,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72562500001,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72563657408,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72564814815,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72565972222,0.5081,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72567129630,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72568287038,0.5078,0.4896,-0.0008,1.8208,0.0072,-0.0003
45627.72569444445,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72570601852,0.5081,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72571759260,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72572916667,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72574074075,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72575231482,0.5075,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72576388889,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72577546297,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72578703704,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72579861111,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72581018519,0.5078,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72582175926,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72583333334,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72584490741,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72585648148,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72586805556,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72587962963,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72589120371,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72590277778,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72591435185,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72592592593,0.5078,0.4893,-0.0008,1.8208,0.0072,0.0000
45627.72593750001,0.5078,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72594907408,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72596064815,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72597222222,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72598379630,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72599537038,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72600694445,0.5078,0.4896,-0.0008,1.8208,0.0072,0.0000
45627.72601851852,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72603009260,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72604166667,0.5078,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72605324075,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72606481481,0.5078,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72607638889,0.5081,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72608796297,0.5081,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72609953704,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72611111111,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72612268519,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72613425926,0.5078,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72614583334,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72615740741,0.5081,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72616898148,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72618055556,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72619212963,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72620370371,0.5075,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72621527778,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72622685185,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72623842593,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72625000001,0.5075,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72626157408,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72627314815,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72628472222,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72629629630,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72630787038,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72631944445,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72633101852,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72634259260,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72635416667,0.5081,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72636574075,0.5081,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72637731482,0.5081,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72638888889,0.5081,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72640046297,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72641203704,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72642361112,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72643518519,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72644675926,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72645833334,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72646990741,0.5078,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72648148148,0.5081,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72649305556,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72650462963,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72651620371,0.5078,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72652777778,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72653935185,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72655092593,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72656250000,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72657407408,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72658564815,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72659722222,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72660879630,0.5075,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72662037038,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72663194445,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72664351852,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72665509260,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72666666667,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72667824075,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72668981482,0.5075,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72670138889,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72671296297,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72672453704,0.5081,0.4893,-0.0011,1.8205,0.0072,0.0000
45627.72673611112,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72674768519,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72675925926,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72677083334,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72678240741,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72679398148,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72680555556,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72681712963,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72682870371,0.5081,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72684027778,0.5078,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72685185185,0.5081,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72686342593,0.5081,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72687500000,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72688657408,0.5078,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72689814815,0.5078,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72690972222,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72692129630,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72693287038,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72694444445,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72695601852,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72696759259,0.5078,0.4896,-0.0008,1.8208,0.0072,-0.0003
45627.72697916667,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72699074075,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72700231482,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72701388889,0.5081,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72702546297,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72703703704,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72704861112,0.5081,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72706018519,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72707175926,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72708333334,0.5078,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72709490741,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72710648148,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72711805556,0.5075,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72712962963,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72714120371,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72715277778,0.5081,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72716435185,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72717592593,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72718750000,0.5078,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72719907408,0.5081,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72721064815,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72722222222,0.5078,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72723379630,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72724537038,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72725694445,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72726851852,0.5081,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72728009259,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72729166667,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72730324075,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72731481482,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72732638889,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72733796297,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72734953704,0.5075,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72736111112,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72737268519,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72738425926,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72739583334,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72740740741,0.5081,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72741898149,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72743055556,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72744212963,0.5078,0.4896,-0.0008,1.8223,0.0072,-0.0003
45627.72745370371,0.5078,0.4896,-0.0008,1.8236,0.0072,0.0000
45627.72746527778,0.5078,0.4896,-0.0008,1.8236,0.0072,0.0000
45627.72747685185,0.5078,0.4896,-0.0008,1.8236,0.0072,0.0000
45627.72748842593,0.5075,0.4896,-0.0008,1.8239,0.0072,0.0000
45627.72750000000,0.5078,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72751157408,0.5078,0.4896,-0.0008,1.8239,0.0072,0.0000
45627.72752314815,0.5078,0.4896,-0.0008,1.8239,0.0072,0.0000
45627.72753472222,0.5078,0.4896,-0.0008,1.8239,0.0072,0.0000
45627.72754629630,0.5078,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72755787038,0.5078,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72756944445,0.5078,0.4893,-0.0008,1.8239,0.0072,0.0000
45627.72758101852,0.5078,0.4893,-0.0008,1.8239,0.0072,-0.0003
45627.72759259259,0.5078,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72760416667,0.5078,0.4893,-0.0008,1.8239,0.0072,0.0000
45627.72761574075,0.5078,0.4896,-0.0008,1.8239,0.0072,0.0000
45627.72762731482,0.5078,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72763888889,0.5078,0.4893,-0.0008,1.8239,0.0072,-0.0003
45627.72765046297,0.5081,0.4896,-0.0008,1.8239,0.0072,0.0000
45627.72766203704,0.5078,0.4893,-0.0008,1.8236,0.0075,-0.0003
45627.72767361112,0.5078,0.4896,-0.0008,1.8208,0.0072,0.0000
45627.72768518519,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72769675926,0.5078,0.4896,-0.0008,1.8223,0.0072,0.0000
45627.72770833334,0.5075,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72771990741,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72773148149,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72774305556,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72775462963,0.5078,0.4896,-0.0008,1.8208,0.0072,-0.0003
45627.72776620371,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72777777778,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72778935185,0.5075,0.4896,-0.0008,1.8223,0.0072,0.0000
45627.72780092593,0.5078,0.4896,-0.0008,1.8239,0.0072,0.0000
45627.72781250000,0.5078,0.4896,-0.0008,1.8223,0.0072,0.0000
45627.72782407408,0.5078,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72783564815,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72784722222,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72785879630,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72787037037,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72788194445,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72789351852,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72790509259,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72791666667,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72792824075,0.5078,0.4896,-0.0008,1.8208,0.0072,-0.0003
45627.72793981482,0.5075,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72795138889,0.5075,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72796296296,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72797453704,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72798611112,0.5078,0.4896,-0.0008,1.8236,0.0072,-0.0003
45627.72799768519,0.5075,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72800925926,0.5075,0.4896,-0.0008,1.8236,0.0072,-0.0003
45627.72802083334,0.5078,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72803240741,0.5078,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72804398149,0.5075,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72805555556,0.5078,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72806712963,0.5078,0.4896,-0.0008,1.8236,0.0072,0.0000
45627.72807870371,0.5078,0.4896,-0.0008,1.8236,0.0072,0.0000
45627.72809027778,0.5078,0.4896,-0.0008,1.8239,0.0072,0.0000
45627.72810185186,0.5078,0.4896,-0.0008,1.8239,0.0072,0.0000
45627.72811342593,0.5078,0.4896,-0.0008,1.8236,0.0072,-0.0003
45627.72812500000,0.5078,0.4896,-0.0008,1.8239,0.0072,0.0000
45627.72813657408,0.5078,0.4893,-0.0008,1.8239,0.0072,0.0000
45627.72814814816,0.5078,0.4896,-0.0008,1.8239,0.0072,0.0000
45627.72815972222,0.5075,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72817129630,0.5075,0.4896,-0.0008,1.8239,0.0072,0.0000
45627.72818287037,0.5075,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72819444445,0.5075,0.4896,-0.0008,1.8239,0.0075,0.0000
45627.72820601852,0.5075,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72821759259,0.5072,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72822916667,0.5075,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72824074075,0.5078,0.4893,-0.0008,1.8239,0.0072,-0.0003
45627.72825231482,0.5078,0.4896,-0.0008,1.8236,0.0072,-0.0003
45627.72826388889,0.5078,0.4896,-0.0008,1.8236,0.0072,0.0000
45627.72827546296,0.5075,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72828703704,0.5075,0.4896,-0.0008,1.8239,0.0072,0.0000
45627.72829861112,0.5075,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72831018519,0.5075,0.4896,-0.0008,1.8236,0.0072,-0.0003
45627.72832175926,0.5075,0.4896,-0.0008,1.8236,0.0072,0.0000
45627.72833333334,0.5072,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72834490741,0.5072,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72835648149,0.5072,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72836805556,0.5072,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72837962963,0.5072,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72839120371,0.5072,0.4893,-0.0008,1.8226,0.0072,-0.0003
45627.72840277778,0.5072,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72841435186,0.5075,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72842592593,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72843750000,0.5075,0.4896,-0.0008,1.8208,0.0072,0.0000
45627.72844907408,0.5075,0.4896,-0.0008,1.8208,0.0072,-0.0003
45627.72846064816,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72847222222,0.5075,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72848379630,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72849537037,0.5078,0.4896,-0.0008,1.8208,0.0072,0.0000
45627.72850694445,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72851851852,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72853009259,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72854166667,0.5075,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72855324075,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72856481482,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72857638889,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72858796296,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72859953704,0.5078,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72861111112,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72862268519,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72863425926,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72864583334,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72865740741,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72866898149,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72868055556,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72869212963,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72870370371,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72871527778,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72872685186,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72873842593,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72875000000,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72876157408,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72877314815,0.5075,0.4896,-0.0008,1.8205,0.0075,0.0000
45627.72878472223,0.5075,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72879629630,0.5075,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72880787037,0.5075,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72881944445,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72883101852,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72884259259,0.5081,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72885416667,0.5081,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72886574074,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72887731482,0.5081,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72888888889,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72890046296,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72891203704,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72892361112,0.5078,0.4896,-0.0008,1.8217,0.0072,-0.0003
45627.72893518519,0.5081,0.4893,-0.0008,1.8239,0.0072,-0.0003
45627.72894675926,0.5078,0.4896,-0.0008,1.8236,0.0072,0.0000
45627.72895833334,0.5075,0.4896,-0.0008,1.8208,0.0072,0.0000
45627.72896990741,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72898148149,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72899305556,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72900462963,0.5075,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72901620371,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72902777778,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72903935186,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72905092593,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72906250000,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72907407408,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72908564815,0.5081,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72909722223,0.5078,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72910879630,0.5078,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72912037037,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72913194445,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72914351853,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72915509259,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72916666667,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72917824074,0.5078,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72918981482,0.5078,0.4896,-0.0008,1.8205,0.0072,0.0000
45627.72920138889,0.5075,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72921296296,0.5075,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72922453704,0.5075,0.4893,-0.0011,1.8205,0.0072,-0.0003
45627.72923611112,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72924768519,0.5075,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72925925926,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72927083333,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72928240741,0.5075,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72929398149,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72930555556,0.5075,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72931712963,0.5072,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72932870371,0.5075,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72934027778,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72935185186,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72936342593,0.5075,0.4893,-0.0008,1.8205,0.0072,-0.0003
45627.72937500000,0.5078,0.4896,-0.0008,1.8205,0.0072,-0.0003
45627.72938657408,0.5078,0.4893,-0.0008,1.8205,0.0072,0.0000
45627.72939814815,0.5078,0.4893,-0.0008,1.8217,0.0072,-0.0003
45627.72940972223,0.5078,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72942129630,0.5075,0.4893,-0.0008,1.8239,0.0072,-0.0003
45627.72943287037,0.5075,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72944444445,0.5078,0.4893,-0.0008,1.8239,0.0072,-0.0003
45627.72945601853,0.5078,0.4896,-0.0008,1.8239,0.0072,-0.0003
45627.72946759260,0.5078,0.4893,-0.0008,1.8239,0.0072,-0.0003
45627.72947916667,0.5078,0.4893,-0.0008,1.8239,0.0072,-0.0003
45627.72949074074,0.5072,0.4893,-0.0008,1.8239,0.0072,-0.0003
45627.72950231482,0.5075,0.4893,-0.0008,1.8239,0.0072,-0.0003
